C,Si,Mn,S,P,Ni,Cr,Mo,V,Cu,Co,W,O,Ti,N,Al,B,Nb,Sn,As,Sb,Current,Voltage,AC_DC,Electrode_polarity,Heat_input,Interpass_temp,Weld_type,PWHT_temp,PWHT_time,Yield_strength,UTS,Elongation,Reduction_area,Charpy_temp,Charpy_impact,Weld_ID
0.09,0.24,0.68,0.013,0.006,0.2,2.22,1.03,0.0,0.0,0.0,0.0,520.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,500,30,DC,+,3.6,200,NGGMA,690,10,,,,,-40,81,Chandel&-1985W4ch4
0.09,0.24,0.68,0.013,0.006,0.2,2.22,1.03,0.0,0.0,0.0,0.0,520.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,500,30,DC,+,3.6,200,NGGMA,690,10,,,,,-60,36,Chandel&-1985W4ch5
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,738,,,,,Icici&-1992-CM1
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-40,10,Icici&-1992-CM1ch1
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-40,12,Icici&-1992-CM1ch2
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-40,17,Icici&-1992-CM1ch3
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-20,13,Icici&-1992-CM1ch4
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-20,18,Icici&-1992-CM1ch5
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-20,22,Icici&-1992-CM1ch6
0.11,0.14,0.73,0.002,0.005,0.0,2.3,1.03,0.27,0.0,0.0,0.0,254.0,0.0,26.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,24,,685,,,,,Icici&-1992-CM1
0.12,0.14,1.03,0.002,0.006,0.0,2.3,1.03,0.27,0.0,0.0,0.0,166.0,0.0,22.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,745,,,,,Icici&-1992-CM2
0.12,0.14,1.03,0.002,0.006,0.0,2.3,1.03,0.27,0.0,0.0,0.0,166.0,0.0,22.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-40,37,Icici&-1992-CM2ch1
0.12,0.14,1.03,0.002,0.006,0.0,2.3,1.03,0.27,0.0,0.0,0.0,166.0,0.0,22.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-40,53,Icici&-1992-CM2ch2
0.12,0.14,1.03,0.002,0.006,0.0,2.3,1.03,0.27,0.0,0.0,0.0,166.0,0.0,22.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-20,96,Icici&-1992-CM2ch2
0.12,0.14,1.03,0.002,0.006,0.0,2.3,1.03,0.27,0.0,0.0,0.0,166.0,0.0,22.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-20,149,Icici&-1992-CM2ch4
0.12,0.14,1.03,0.002,0.006,0.0,2.3,1.03,0.27,0.0,0.0,0.0,166.0,0.0,22.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-20,172,Icici&-1992-CM2ch5
0.12,0.14,1.03,0.002,0.006,0.0,2.3,1.03,0.27,0.0,0.0,0.0,166.0,0.0,22.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,24,,696,,,,,Icici&-1992-CM2
0.14,0.18,0.75,0.002,0.005,0.0,2.3,1.01,0.27,0.0,0.0,0.0,256.0,0.0,21.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,770,,,,,Icici&-1992-CM3
0.14,0.18,0.75,0.002,0.005,0.0,2.3,1.01,0.27,0.0,0.0,0.0,256.0,0.0,21.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-40,24,Icici&-1992-CM3ch1
0.14,0.18,0.75,0.002,0.005,0.0,2.3,1.01,0.27,0.0,0.0,0.0,256.0,0.0,21.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-40,37,Icici&-1992-CM3ch2
0.14,0.18,0.75,0.002,0.005,0.0,2.3,1.01,0.27,0.0,0.0,0.0,256.0,0.0,21.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-40,52,Icici&-1992-CM3ch3
0.14,0.18,0.75,0.002,0.005,0.0,2.3,1.01,0.27,0.0,0.0,0.0,256.0,0.0,21.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-20,37,Icici&-1992-CM3ch4
0.14,0.18,0.75,0.002,0.005,0.0,2.3,1.01,0.27,0.0,0.0,0.0,256.0,0.0,21.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,,,-20,80,Icici&-1992-CM3ch5
0.14,0.18,0.75,0.002,0.005,0.0,2.3,1.01,0.27,0.0,0.0,0.0,256.0,0.0,21.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,24,,714,,,,,Icici&-1992-CM3
0.12,0.14,1.34,0.002,0.008,0.0,2.23,1.0,0.31,0.0,0.0,0.0,292.0,0.0,37.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,25.3,73.2,,,Icici&-1992-N1a
0.12,0.13,1.29,0.002,0.009,0.0,2.26,0.99,0.3,0.0,0.0,0.0,344.0,0.0,35.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,24,,,21.8,70.7,,,Icici&-1992-N1b
0.12,0.15,1.36,0.002,0.008,0.0,2.26,0.99,0.32,0.0,0.0,0.0,243.0,0.0,101.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,24.3,72.4,,,Icici&-1992-N2a
0.11,0.14,1.32,0.002,0.008,0.0,2.27,1.0,0.32,0.0,0.0,0.0,334.0,0.0,127.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,24,,,22.4,69.1,,,Icici&-1992-N2b
0.12,0.13,1.23,0.002,0.008,0.0,2.29,1.01,0.32,0.0,0.0,0.0,303.0,0.0,166.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,24.7,69.9,,,Icici&-1992-N3a
0.11,0.13,1.2,0.002,0.008,0.0,2.26,1.0,0.31,0.0,0.0,0.0,283.0,0.0,156.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,24,,,21.6,69.8,,,Icici&-1992-N3b
0.12,0.15,1.28,0.002,0.008,0.0,2.27,1.0,0.31,0.0,0.0,0.0,237.0,0.0,245.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,8,,,20.8,68.8,,,Icici&-1992-N4a
0.12,0.13,1.18,0.002,0.007,0.0,2.26,1.0,0.31,0.0,0.0,0.0,286.0,0.0,312.0,0.0,0.0,200.0,0.0,0.0,0.0,500,29,AC,0,2.9,200,SA,690,24,,,21.7,67.0,,,Icici&-1992-N4b
0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.0,0.105,0.0,0.0,480.0,0.0,86.0,0.0,0.0,0.0,60.0,150.0,5.0,,,DC,+,2.4,100,SA,550,1.83,529,635,25.6,70,,,Blond&-1984-A530a
0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.0,0.105,0.0,0.0,480.0,0.0,86.0,0.0,0.0,0.0,60.0,150.0,5.0,,,DC,+,2.4,100,SA,550,1.83,473,605,28.8,73,,,Blond&-1984-A530b
0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.0,0.105,0.0,0.0,480.0,0.0,86.0,0.0,0.0,0.0,60.0,150.0,5.0,,,DC,+,2.4,100,SA,550,1.83,557,658,23.8,68.5,,,Blond&-1984-A530c
0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.0,0.105,0.0,0.0,480.0,0.0,86.0,0.0,0.0,0.0,60.0,150.0,5.0,,,DC,+,2.4,100,SA,550,1.83,,,,,-40,96,Blond&-1984-A530d
0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.0,0.105,0.0,0.0,480.0,0.0,86.0,0.0,0.0,0.0,60.0,150.0,5.0,,,DC,+,2.4,100,SA,550,1.83,,,,,-79,40,Blond&-1984-A530e
0.084,0.415,1.24,0.011,0.015,0.05,0.037,0.385,0.0,0.105,0.0,0.0,480.0,0.0,86.0,0.0,0.0,0.0,60.0,150.0,5.0,,,DC,+,2.4,100,SA,550,1.83,,,,,,,Blond&-1984-A530f
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.0,0.035,0.0,0.0,660.0,0.0,66.0,0.0,0.0,0.0,40.0,70.0,4.0,,,DC,+,2.4,175,SA,690,2.33,496,638,23.3,73,,,Blond&-1984-10CD9.10a
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.0,0.035,0.0,0.0,660.0,0.0,66.0,0.0,0.0,0.0,40.0,70.0,4.0,,,DC,+,2.4,175,SA,690,2.33,524,664,23.6,66.5,,,Blond&-1984-10CD9.10b
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.0,0.035,0.0,0.0,660.0,0.0,66.0,0.0,0.0,0.0,40.0,70.0,4.0,,,DC,+,2.4,175,SA,690,2.33,530,653,21.5,69,,,Blond&-1984-10CD9.10c
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.0,0.035,0.0,0.0,660.0,0.0,66.0,0.0,0.0,0.0,40.0,70.0,4.0,,,DC,+,2.4,175,SA,690,2.33,,,,,0,118,Blond&-1984-10CD9.10d
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.0,0.035,0.0,0.0,660.0,0.0,66.0,0.0,0.0,0.0,40.0,70.0,4.0,,,DC,+,2.4,175,SA,690,2.33,,,,,-50,40,Blond&-1984-10CD9.10e
0.084,0.3,0.54,0.005,0.008,0.036,2.2,1.05,0.0,0.035,0.0,0.0,660.0,0.0,66.0,0.0,0.0,0.0,40.0,70.0,4.0,,,DC,+,2.4,175,SA,690,2.33,,,,,,,Blond&-1984-10CD9.10f
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.0,0.128,0.0,0.0,350.0,0.0,97.0,0.0,0.0,0.0,140.0,160.0,15.0,,,DC,+,2.4,125,SA,605,1.92,598,678,24.5,74,,,Blond&-1984-14MNDV5a
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.0,0.128,0.0,0.0,350.0,0.0,97.0,0.0,0.0,0.0,140.0,160.0,15.0,,,DC,+,2.4,125,SA,605,1.92,663,730,22.5,66.5,,,Blond&-1984-14MNDV5b
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.0,0.128,0.0,0.0,350.0,0.0,97.0,0.0,0.0,0.0,140.0,160.0,15.0,,,DC,+,2.4,125,SA,605,1.92,630,708,24.8,63,,,Blond&-1984-14MNDV5c
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.0,0.128,0.0,0.0,350.0,0.0,97.0,0.0,0.0,0.0,140.0,160.0,15.0,,,DC,+,2.4,125,SA,605,1.92,,,,,-10,80,Blond&-1984-14MNDV5d
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.0,0.128,0.0,0.0,350.0,0.0,97.0,0.0,0.0,0.0,140.0,160.0,15.0,,,DC,+,2.4,125,SA,605,1.92,,,,,-43,40,Blond&-1984-14MNDV5e
0.06,0.2,1.15,0.007,0.017,0.16,0.052,0.45,0.0,0.128,0.0,0.0,350.0,0.0,97.0,0.0,0.0,0.0,140.0,160.0,15.0,,,DC,+,2.4,125,SA,605,1.92,,,,,,,Blond&-1984-14MNDV5f
0.11,0.18,0.7,0.0,0.0,0.13,2.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,200.0,0.0,0.0,0.0,535,63,AC,0,1.8,225,TSA,690,24,606,707,22,63,,,Natsume-1990-hl
0.1,0.17,0.67,0.0,0.0,0.14,2.31,0.29,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,240.0,0.0,0.0,0.0,535,63,AC,0,1.8,225,TSA,690,24,596,703,20,62,,,Natsume-1990-hh
0.11,0.17,0.65,0.0,0.0,0.02,2.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,68.0,0.0,0.0,0.0,535,63,AC,0,1.8,225,TSA,690,24,597,700,22,58,,,Natsume-1990-ll
0.1,0.16,0.61,0.0,0.0,0.02,2.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,260.0,0.0,0.0,0.0,535,63,AC,0,1.8,225,TSA,690,24,608,702,21,60,,,Natsume-1990-lh
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,440,540,24,67,,,Mart-A
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,-80,9,Mart-Aa
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,-70,9,Mart-Ab
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,-60,9,Mart-Ac
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,-40,19,Mart-Ad
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,-30,28,Mart-Ae
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,-20,43,Mart-Af
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,0,117,Mart-Ag
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,20,179,Mart-Ah
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,40,204,Mart-Ai
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,60,210,Mart-Aj
0.07,0.08,0.98,0.01,0.01,0.27,2.07,1.07,0.015,0.0,0.0,0.0,891.0,0.0,97.0,0.0,0.0,0.0,0.009,0.01,0.008,300,28,DC,+,2.04,150,FCA,690,10,,,,,70,210,Mart-Ak
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,506,598,22,70,,,Mart-B
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-70,6,Mart-Ba
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-60,6,Mart-Bs
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-40,15,Mart-Bc
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-20,68,Mart-Bd
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,0,120,Mart-Be
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,20,151,Mart-Bf
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,40,160,Mart-Bg
0.048,0.13,1.06,0.014,0.016,0.23,2.02,1.3,0.02,0.0,0.0,0.0,768.0,0.0,266.0,0.0,0.0,0.0,0.008,0.03,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,60,164,Mart-Bh
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,505,600,19,69,,,Mart-C
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,-70,3,Mart-Ca
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,-60,3,Mart-Cb
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,-20,9,Mart-Cc
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,0,12,Mart-Cd
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,10,43,Mart-Ce
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,20,65,Mart-Cf
0.043,0.12,0.86,0.011,0.017,0.2,2.01,0.93,0.02,0.0,0.0,0.0,922.0,0.0,123.0,0.0,0.0,0.0,0.008,0.008,0.008,300,20,DC,+,2.08,150,FCA,690,10,,,,,30,65,Mart-Cg
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,520,620,20,54,,,Mart-D
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-80,6,Mart-Da
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-70,6,Mart-Db
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-60,12,Mart-Dc
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-40,49,Mart-Dd
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,-20,96,Mart-De
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,0,123,Mart-Df
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,20,139,Mart-Dg
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,40,135,Mart-Dh
0.042,0.14,1.33,0.012,0.015,0.26,2.39,1.21,0.015,0.0,0.0,0.0,735.0,0.0,236.0,0.0,0.0,0.0,0.008,0.016,0.008,300,28,DC,+,1.96,150,FCA,690,10,,,,,60,148,Mart-Di
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,537,620,11,24,,,Mart-E
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,-70,9,Mart-Ea
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,-60,9,Mart-Eb
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,-40,12,Mart-Ec
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,-20,22,Mart-Ed
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,0,46,Mart-Ee
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,20,96,Mart-Ef
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,40,154,Mart-Eg
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,60,164,Mart-Eh
0.047,0.42,1.0,0.015,0.016,0.17,2.29,1.04,0.018,0.0,0.0,0.0,695.0,0.0,165.0,0.0,0.0,0.0,0.008,0.034,0.008,300,28,DC,+,2.08,150,FCA,690,10,,,,,70,167,Mart-Ei
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290,29,DC,+,2.0,150,FCA,690,10,595,675,24,69,,,Mart-F
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290,29,DC,+,2.0,150,FCA,690,10,,,,,-70,3,Mart-Fa
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290,29,DC,+,2.0,150,FCA,690,10,,,,,-60,3,Mart-Fb
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290,29,DC,+,2.0,150,FCA,690,10,,,,,-40,6,Mart-Fc
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290,29,DC,+,2.0,150,FCA,690,10,,,,,-20,12,Mart-Fd
0.074,0.27,1.11,0.009,0.024,0.17,2.3,0.96,0.018,0.0,0.0,0.0,556.0,0.0,113.0,0.0,0.0,0.0,0.008,0.032,0.008,290,29,DC,+,2.0,150,FCA,690,10,,,,,0,31,Mart-Fe
